amount,hour,merchant_type,country,tx_per_hour,is_new_device,distance_km,is_fraud
219.2966409485776,12,online_retail,BD,1,1,74.71129662580034,0
116.15196344867726,6,restaurant,BD,9,0,94.64117285160843,0
99.63394091421281,12,transfer,CA,5,0,113.61192008757719,0
183.43147901494206,18,crypto,IT,4,1,80.19519457152104,0
111.48599025635431,19,transfer,PH,6,0,155.7475618476252,0
271.1003767237074,5,travel,BD,4,1,159.32876681056342,0
157.78242773675942,15,travel,US,2,0,66.02128240884517,0
372.59914075208326,5,crypto,VN,4,0,118.39726336957621,0
199.84392499941995,23,crypto,MA,6,0,56.92854685778753,0
27.5506593793,18,retail,RO,7,0,18.34707125297254,0
28.018394117487787,23,travel,ES,6,0,50.50722943423585,0
85.87882953653343,20,retail,DE,5,0,1.1816435118529218,0
79.29220455921686,14,retail,GB,1,0,8.173880460311901,0
6.74202829877963,2,online_retail,ES,4,0,51.29935814811182,0
290.7560322070801,8,online_retail,MA,9,0,11.120895767254243,0
244.39681285000893,17,transfer,RO,7,1,403.34242908122826,0
4.694008264636136,18,transfer,IT,8,0,19.022137387370393,0
30.00157549273468,12,transfer,RO,1,0,152.9269852434564,0
856.8077262312902,13,travel,RO,3,1,245.42365846016176,0
23.613628033203863,22,travel,IT,9,0,239.78174805407596,0
63.849522498312595,3,transfer,DE,5,0,193.08254729466498,0
170.4490540091033,18,retail,BD,1,0,32.40852586929533,0
28.55216772404335,20,travel,DE,6,0,261.27469305574994,0
52.64511220399669,15,transfer,DE,6,0,40.24937800214349,0
834.9340021938369,17,restaurant,CA,4,1,368.8292787455023,1
81.88791030632176,0,online_retail,US,8,0,29.88414021561905,0
387.8549948250213,15,restaurant,RO,10,1,12.689845073005479,1
207.63022846278602,17,retail,RO,2,1,316.0958809093398,0
56.79543966692143,18,retail,NG,4,0,92.63604858074396,0
5.138280555721748,2,crypto,US,4,0,103.07366602565232,0
243.67961984601672,19,online_retail,VN,13,1,402.96780353673694,1
61.6858803147529,11,transfer,MA,1,0,12.56994376174175,0
28.75920976546295,21,online_retail,CA,6,1,120.60549669374684,0
285.80968592542973,1,travel,GB,1,0,219.5403188775021,0
1.7961095948058041,2,retail,MA,4,0,116.36666358596955,0
53.03843242487685,0,transfer,MA,3,0,81.04616713914949,0
26.398398227263772,14,retail,NG,3,0,100.53127287695143,0
212.05863942608713,8,online_retail,CA,5,1,48.968938130687675,0
13.704548441175154,6,online_retail,IT,8,0,80.15618136322006,0
35.22538196463143,1,online_retail,IT,11,1,377.5197887661803,1
87.48521625720478,8,transfer,US,9,0,4.14197529092947,0
97.63805062856906,20,online_retail,DE,3,0,151.27877085891373,0
58.68911307779403,7,online_retail,ES,5,0,11.828216775344186,0
62.44743693347467,1,transfer,VN,9,0,9.793876396812298,0
133.7297667393422,10,travel,NG,3,0,26.992648245959522,0
64.30019235928188,11,restaurant,DE,1,0,6.4282319893639865,0
56.74858057487815,9,crypto,CA,8,0,28.567180887349675,0
112.23996247795321,18,transfer,FR,6,0,0.812334828212093,0
105.01520713337368,19,online_retail,VN,8,0,34.74516665012348,0
31.37693998082188,20,crypto,VN,9,1,416.8485994144899,0
21.079655622289057,18,crypto,CA,2,0,78.20822705320948,0
75.99930974576847,21,crypto,NG,6,0,40.448051020235916,0
14.430303018665102,17,retail,US,8,0,118.58681034772101,0
12.839628172313919,0,retail,RO,5,0,176.2764981615544,0
527.2876669819805,16,online_retail,GB,5,0,14.146526191532788,0
217.71088945353983,21,travel,DE,1,0,15.25766354605814,0
137.86498470926006,19,retail,RO,8,0,121.99288688378493,0
9.239387770814997,19,restaurant,US,5,0,150.05183141557455,0
242.14305027105846,17,travel,US,1,0,235.08593420398657,0
13.9484945034231,13,crypto,VN,5,1,13.526172632557213,0
271.3912962872002,20,transfer,MA,7,1,43.29071751570738,0
1.195216001673306,0,travel,IT,5,0,32.93888823951319,0
145.9602600053024,16,online_retail,CA,2,0,34.01414675009809,0
6.906131633758873,5,travel,RO,2,0,25.869694433308222,0
123.4562771763447,0,transfer,PH,7,0,22.778127808500745,0
30.045360133658942,0,retail,CA,6,0,50.94986251574196,0
9.729457891650753,1,crypto,NG,2,0,30.142423097249743,0
131.84866354411872,9,transfer,UA,1,0,79.54934390960254,0
34.853488438865,4,restaurant,CA,3,0,0.8643487319325776,0
104.71443896293421,0,online_retail,US,5,0,1.9656159579957189,0
43.01225824144952,19,online_retail,VN,1,1,19.45262570032279,0
254.66509569781005,21,crypto,NG,3,1,106.01202290593099,1
6.808328347126688,17,online_retail,IT,8,0,105.43125107229908,0
14.814650819743838,21,retail,DE,6,0,86.7282177379842,0
675.8824466681759,9,online_retail,UA,9,1,539.6999867149364,1
5.581375409217717,19,online_retail,DE,2,0,253.18964750838765,0
41.91579280538999,15,retail,RO,8,0,41.22518295636401,0
182.5290151243452,6,retail,NG,5,0,115.38601005662687,0
72.90874523779472,2,transfer,IT,7,0,180.35476868195815,0
15.73894131027728,15,online_retail,FR,1,0,22.357520628616957,0
31.428723627047358,23,restaurant,VN,1,0,92.32537170210182,0
1.0967786996889086,5,restaurant,UA,8,0,28.77743965396337,0
243.12379466322196,20,online_retail,MA,1,0,72.23822712947427,0
122.3937976197416,1,transfer,IT,6,0,64.8315764665136,0
31.53138947411172,16,travel,MA,4,0,10.154257333769342,0
25.00849937232774,20,restaurant,ES,2,0,179.46864679525413,0
70.23006659484399,5,online_retail,PH,1,0,38.0677611984003,0
330.72096760064807,19,restaurant,ES,14,1,355.44414773629984,1
48.8016455793106,8,retail,VN,8,0,1.2120128526850948,0
53.31385468912016,18,transfer,BD,5,1,22.865188321391386,0
71.0201454802473,18,online_retail,FR,5,1,139.35983637899957,0
49.4290295834919,3,travel,ES,6,0,66.70471450023577,0
190.27847756792235,21,travel,ES,4,0,170.31675376046368,0
22.76796188124664,9,travel,FR,3,0,29.055095510376223,0
140.11123573161748,4,transfer,IT,4,0,79.98129199635402,0
283.2030003728456,17,travel,FR,2,0,85.6833202348243,0
262.2435423504312,2,restaurant,DE,2,0,157.07913193063507,0
105.20752477927917,0,travel,RO,4,0,57.646756881931125,0
12.725953993682099,10,online_retail,PH,9,0,14.104789437513654,0
57.63727926148562,18,restaurant,MA,1,0,71.27417106196998,0
72.77907229104113,6,transfer,GB,2,0,6.142035241438741,0
655.4867387835777,10,crypto,IT,13,1,53.46852543189181,1
272.26863173170585,18,restaurant,VN,8,0,2.6474953696253496,0
152.94189758110497,10,restaurant,RO,1,1,51.6747173619568,0
39.83432480016593,7,transfer,US,3,0,269.94937498577735,0
148.40900393268632,15,crypto,FR,7,0,22.18045432709349,0
48.2997411481884,14,crypto,BD,2,0,76.61021195941352,0
41.38016580893498,12,crypto,PH,5,0,211.69875175008164,0
133.79077171307395,15,transfer,IT,5,0,89.53235977596114,0
306.7955698929033,9,crypto,DE,9,0,52.229001373367865,0
258.29275361668334,16,crypto,UA,4,1,637.7725305193667,1
17.192406827748318,22,transfer,FR,9,0,230.43392893973777,0
67.22027349142512,17,travel,DE,8,0,97.5577529343917,0
354.06359820743984,2,crypto,PH,5,0,100.8495528192952,0
8.39981587772799,22,restaurant,US,8,0,71.15839631161988,0
10.40280881963586,4,online_retail,BD,8,1,48.57395027797744,0
23.992495451211347,4,transfer,RO,8,0,140.99734613683947,0
145.7948403362427,20,crypto,GB,9,0,63.94933535164152,0
39.49771691667234,22,travel,RO,2,0,31.975285086370274,0
87.15070470698016,16,crypto,NG,4,1,17.893174380868544,0
83.24452874362065,23,crypto,FR,1,0,0.8935615181605828,0
21.534026684408538,13,crypto,DE,7,0,57.08424834809295,0
101.13204548392005,18,crypto,VN,2,0,267.3135429967324,0
238.91154339966346,1,retail,DE,7,1,37.59649928711694,0
9.952085185389771,8,retail,ES,8,1,74.48924358527769,0
94.35296098613203,16,travel,CA,9,0,8.727563643593118,0
38.534743324442275,12,crypto,CA,8,0,35.459374320717174,0
118.7300337015483,22,restaurant,CA,7,0,44.87150075950552,0
150.24809674464314,17,retail,FR,2,1,63.01164978438197,0
93.41977524237797,15,transfer,MA,4,1,20.41839688779506,0
125.39636505786217,11,restaurant,IT,6,0,24.21544311805938,0
19.771188186800757,1,retail,ES,6,0,35.212452252186836,0
107.23590361754103,20,crypto,FR,1,1,126.82423657754825,0
18.254736016279537,22,online_retail,IT,13,1,55.217606333260285,1
141.34735659795462,20,restaurant,BD,3,0,101.1949803207444,0
55.65643089075534,15,retail,MA,8,0,81.14893931952405,0
171.7580112750842,14,retail,IT,1,0,76.22567837899321,0
27.90927342640992,14,transfer,VN,7,0,94.87369901039241,0
13.375316941992532,15,crypto,CA,4,1,162.10239675150726,0
3.132894208424783,3,travel,MA,1,0,27.46912663440385,0
70.30470287063328,16,crypto,IT,2,0,32.73365932617683,0
118.09514469384135,19,crypto,MA,5,0,296.9140517711616,0
359.00862300401235,10,transfer,CA,7,0,230.5615050524026,0
171.62319391582173,16,crypto,MA,13,1,364.0806439285653,1
11.50091467270032,20,crypto,US,7,0,138.4703854875981,0
4.204564041832085,3,travel,ES,9,0,136.15267802598453,0
45.85439190646758,22,crypto,FR,9,0,37.950695440972545,0
277.22589085296084,0,retail,DE,8,0,69.66094500657523,0
351.8093704584211,0,travel,FR,11,1,724.3743920216835,1
50.935269140872805,19,online_retail,MA,8,0,43.59528189651296,0
57.779104131243464,7,retail,MA,8,0,141.46042819702635,0
124.47006821858037,0,crypto,GB,4,0,22.553251431528874,0
142.4747768537367,4,online_retail,UA,5,0,242.8089222254251,0
265.15483268825136,12,restaurant,UA,8,0,51.652251124161296,0
0.4592684635675268,13,restaurant,ES,7,0,13.48231010600441,0
1.4219770523005009,1,retail,GB,7,1,53.4187754522671,0
51.68247729258953,0,retail,IT,2,0,15.290391705580813,0
36.100763641214044,1,retail,PH,3,0,63.22480419844663,0
107.2472430236814,15,transfer,CA,4,0,9.685283131097494,0
268.7922089103555,21,retail,IT,1,0,117.99529961752948,0
307.00944433941686,13,travel,FR,1,0,78.5429134191381,0
110.92544286669842,6,online_retail,IT,5,1,209.9905095861697,0
299.05795389414595,17,transfer,NG,3,0,107.05710242576745,0
160.46671902835686,1,retail,UA,8,1,104.67376136599556,0
52.327257410821765,19,crypto,MA,2,1,9.69008480715908,0
380.3276405522298,9,crypto,CA,9,1,350.4278492895751,0
71.5493371969762,10,online_retail,DE,9,0,1.8624466615283923,0
499.27489958246804,12,online_retail,NG,2,0,154.74327261645556,0
179.9616056095256,4,crypto,FR,9,0,3.027095829846255,0
167.2215608777373,18,transfer,UA,5,0,141.8037008083472,0
303.1446971395939,4,transfer,DE,4,0,28.808906131962104,0
11.440701015483658,1,travel,CA,3,0,44.15314217023087,0
85.96192337795638,8,transfer,CA,7,0,56.77254051039795,0
20.52362459820802,2,restaurant,ES,8,1,64.88842573871119,0
135.39164343806274,14,crypto,NG,13,0,645.3815072709706,1
24.373397783774493,1,transfer,ES,7,0,42.75693492056467,0
54.035376584757884,20,transfer,RO,5,0,764.6793243300989,0
251.9279714136625,23,retail,NG,1,0,43.13034529684639,0
169.90308406484752,22,retail,UA,8,0,184.55981480109887,0
116.51892061659134,3,online_retail,CA,8,0,216.21724127190117,0
237.77121413699547,12,crypto,DE,8,0,63.528488162327676,0
47.38823664603219,5,transfer,IT,1,0,26.837849670115176,0
0.8408102321669354,19,retail,UA,9,0,58.26684856804222,0
36.7931258560417,11,crypto,PH,1,1,16.72134404958072,0
55.19825430710042,9,restaurant,CA,4,0,19.477264266861273,0
18.397321224901873,19,travel,CA,6,0,68.3399371826932,0
19.024396140006587,12,retail,ES,6,0,95.41013119552268,0
23.307092402804074,17,retail,GB,3,0,20.108355250355753,0
413.7698809440961,10,online_retail,IT,5,0,92.2958273875788,0
13.365615319579172,6,online_retail,MA,2,0,267.28249433571995,0
246.4517531850708,20,restaurant,RO,10,0,972.8840108872052,1
61.94292566979992,14,transfer,ES,8,0,67.04338184828269,0
306.60001166276834,12,transfer,GB,5,0,112.32306409208441,0
142.1231571859939,22,restaurant,GB,14,0,672.6618947923434,1
1.5485467546647378,1,retail,CA,8,0,155.3684963174379,0
117.15614300548489,13,online_retail,FR,5,0,99.95168885659427,0
120.4605392565166,23,retail,NG,3,0,32.187818801121274,0
82.02566737609801,23,crypto,IT,7,1,87.72702044168994,0
34.14350863461399,22,travel,FR,9,0,42.17040021316325,0
224.11573898047538,1,restaurant,NG,6,0,15.985436061352473,0
156.66798928263398,11,travel,NG,4,1,67.44647956413917,0
31.624579802121996,1,travel,FR,8,0,82.44549710541578,0
120.54360031641119,19,restaurant,VN,6,0,29.21306828431013,0
86.72669789391325,12,travel,CA,9,0,4.768777137504378,0
51.67465246387024,12,online_retail,IT,7,1,248.21009960058018,0
111.25580873026539,14,crypto,DE,2,0,131.24672465257572,0
44.59216156239446,2,travel,US,5,0,42.02107170869223,0
199.47945521511684,12,transfer,NG,8,0,91.30029725552377,0
48.337880348750204,13,restaurant,ES,9,0,202.28611889179433,0
181.61102761553587,8,crypto,UA,3,0,175.57077943040093,0
87.84696657619124,6,transfer,NG,5,0,13.424538164702318,0
291.35754436272055,13,transfer,BD,9,1,5.994762723891318,0
12.728289131770609,4,crypto,RO,6,1,276.29308382488205,0
161.6045939595775,17,retail,GB,3,0,39.01839613574652,0
155.6050784302689,17,travel,PH,14,0,580.2057082601983,1
4.402020673359252,21,retail,VN,6,1,44.44004569547971,0
45.30127906422703,1,transfer,UA,7,0,47.607352680203704,0
24.656045443740847,18,travel,DE,7,0,131.34956534217065,0
22.286233955490573,15,transfer,RO,2,0,84.05935916734781,0
200.4721755902193,7,retail,US,3,0,43.500224717143084,0
88.92967089409102,13,travel,GB,2,1,109.93637348647619,0
58.144713618821655,21,retail,US,6,0,2.350098227033844,0
255.9267191579974,7,restaurant,RO,7,0,124.37999963732803,0
4.092904782940552,10,restaurant,CA,9,0,9.402237055929255,0
161.79340057186712,18,retail,GB,9,0,96.17184825388122,0
194.85694932794144,4,travel,UA,2,0,65.64046076403514,0
15.756926681359891,2,travel,RO,9,1,47.73325722656999,0
47.0431572523615,18,crypto,IT,4,0,46.37920830173921,0
380.2222011978267,20,travel,ES,4,0,395.4641413985557,0
6.443427936697282,9,restaurant,IT,7,1,6.282445663360646,0
8.171601215134519,2,restaurant,NG,7,0,44.10233231416964,0
106.64406494567314,23,restaurant,BD,8,0,67.45566747455031,0
93.88884998492952,10,travel,MA,4,0,265.86653411142277,0
27.021572768042752,23,retail,FR,6,0,39.906269176633,0
82.65380868586705,21,retail,FR,4,0,165.5645776619861,0
62.74055778670099,4,restaurant,MA,6,0,0.4904599103311939,0
14.999829048401358,22,transfer,NG,2,1,449.1858879207748,0
222.855187850051,18,restaurant,BD,7,0,86.46472899950898,0
156.7828055203351,23,transfer,US,9,0,112.76348758920807,0
22.758861448370897,10,online_retail,RO,4,0,78.91806381430042,0
60.67856056352666,1,transfer,VN,9,0,29.902190336447777,0
230.33793070654306,0,travel,RO,1,0,195.41004835990242,0
161.61315897926553,6,restaurant,MA,12,1,20.460829862078324,1
55.68657975496376,5,retail,RO,3,0,31.608837113487283,0
91.20684144844677,12,transfer,CA,9,1,93.30820096091539,0
172.20265003491323,9,restaurant,PH,1,0,222.4048193927573,0
21.809246796430227,1,restaurant,UA,3,0,62.650151872974504,0
9.836162159323596,19,travel,NG,3,0,41.82544987041485,0
47.891532305138384,12,restaurant,NG,9,0,6.558052170951881,0
84.23366351558404,22,retail,UA,3,0,0.039592474832142927,0
296.4015044889997,7,transfer,VN,6,0,150.4249796493748,0
77.13052664080163,21,travel,MA,5,0,4.744314119702124,0
20.874751544965875,7,travel,FR,6,0,77.65933665406361,0
94.8666146875161,5,retail,NG,4,0,140.56262549486715,0
6.942687993591576,11,crypto,VN,3,0,79.17272845843873,0
164.59887100281563,17,crypto,ES,4,1,19.853590847779284,0
174.90303109337495,15,online_retail,UA,7,0,209.2226190173923,0
234.25105381719902,23,crypto,GB,8,0,261.63089759487156,0
116.75268886114868,1,travel,FR,9,0,31.03030162617322,0
25.798314026201265,2,travel,US,9,1,298.3592108094522,0
16.312472591798848,2,travel,GB,2,0,55.57625488370576,0
37.5320265438416,21,crypto,RO,3,0,36.028011690057546,0
98.92323847234567,7,retail,IT,9,0,40.457375651399275,0
35.63940437653073,8,transfer,VN,8,0,84.82501408491606,0
